year,triad_id,node1,node2,node3,balanced,actor_load_mean,tie_btw_mean,tie_emb_mean,triad_log_cinc_mean,prev_year,prev_balanced,is_onset,spell_id_local,spell_id,t1,event,onset_year,is_terminal_row,row_event,duration,dur_bin,trade_dependence_12,dep_exposed_12,dep_asymmetry_12,log_dep_ratio_12,cap_asymmetry_12,exposed_is_weaker_12,log_trade_volume_12,trade_dependence_13,dep_exposed_13,dep_asymmetry_13,log_dep_ratio_13,cap_asymmetry_13,exposed_is_weaker_13,log_trade_volume_13,trade_dependence_23,dep_exposed_23,dep_asymmetry_23,log_dep_ratio_23,cap_asymmetry_23,exposed_is_weaker_23,log_trade_volume_23,trade_dependence_mean,dep_asym_mean,dep_asym_max,cap_asym_mean,cap_asym_max,trade_volume_mean,trade_volume_max,n_valid_ties,any_exposed_weaker,z_actor_load,z_tie_btw,z_tie_emb,z_cinc,era,event_dissolve,event_flip
1987,100-101-115,100,101,115,FALSE,0.12705535741502813,1,29,-6.799760958743971,1986,TRUE,TRUE,2,100-101-115_S2,1988,flipped,1987,FALSE,continues,1,yr1,0.0180537738518732,0.02562877616973443,0.01291108929557582,0.7007220974635809,0.0542525721258853,TRUE,5.468566342107722,0.00100762083440921,0.0039537076712745,0.00369691080353637,2.7341236941333946,3.9971368606674424,TRUE,0.8653806482625015,0.00212672849287778,0.0118462075211809,0.01146439975069139,3.4348457915969757,4.051389432793328,TRUE,1.9627346346018355,0.00706270772638673,0.009357466616601194,0.01291108929557582,2.700926288528885,4.051389432793328,2.765560541657353,5.468566342107722,3,TRUE,-0.636889553780729,-0.5537596743545242,1.0738389013780234,-0.3120345004415071,1945-1989,0,0
1988,100-101-115,100,101,115,FALSE,0.12705535741502813,1,29,-6.823240358189069,1987,FALSE,FALSE,2,100-101-115_S2,1988,flipped,1987,TRUE,flipped,2,yr2,0.02277197129954894,0.03420756401930087,0.01904826543332458,0.8138326780409992,0.0867454736729476,TRUE,5.844146815263251,0.00104602128059797,0.00381009113947545,0.0035229167703042,2.585318799597913,4.034505147405205,TRUE,1.0640343358709656,0.00115151919126988,0.00630068177175505,0.00609022891984194,3.399151477638912,4.121250621078152,TRUE,1.5670390711775637,0.008323170590472263,0.009553803707823574,0.01904826543332458,2.7475004140521015,4.121250621078152,2.82507340743726,5.844146815263251,3,TRUE,-0.636889553780729,-0.5537596743545242,1.0738389013780234,-0.32773019417284044,1945-1989,0,1
1994,100-101-115,100,101,115,FALSE,0.1146704384053689,1,32,-6.789876506514347,1993,TRUE,TRUE,3,100-101-115_S3,1995,flipped,1994,FALSE,continues,1,yr1,0.0674713666752201,0.07391505202803378,0.01232563016987937,0.182426355531397,0.00459564316189187,TRUE,7.346523433030485,5.687943272983496e-4,0.00276915736904916,0.00265232508267106,3.165558897338329,4.383949671637428,TRUE,0.8965911224714499,0.0027169345583368,0.01449055228609391,0.01398113530539202,3.3479852528697256,4.38854531479932,TRUE,2.551544918037851,0.023585698520285088,0.009653030185980816,0.01398113530539202,2.92569687653288,4.38854531479932,3.598219824513262,7.346523433030485,3,TRUE,-0.8099562781583123,-0.5537596743545242,1.4148164200442492,-0.3054268640212933,post-1989,0,0
1995,100-101-115,100,101,115,FALSE,0.11500797867443287,1,32,-6.782265165833462,1994,FALSE,FALSE,3,100-101-115_S3,1995,flipped,1994,TRUE,flipped,2,yr2,0.0816760747396042,0.09168357717556563,0.01892265978580136,0.2311643082574355,0.01110361419609251,FALSE,7.684595557963247,6.626717074502677e-4,0.0031224702454051,0.00298183358361424,3.100200015049822,4.422728363158923,TRUE,1.2046767065286423,0.00311863449485876,0.01649533157078411,0.01590571740808677,3.3313643233072576,4.41162474896283,TRUE,2.869129678418945,0.028485793647304407,0.012603403592500789,0.01892265978580136,2.948485575439282,4.422728363158923,3.9194673143036116,7.684595557963247,3,TRUE,-0.8052394940867437,-0.5537596743545242,1.4148164200442492,-0.3003387750992849,post-1989,0,1
1997,100-101-115,100,101,115,FALSE,0.11500797867443287,1,32,-6.759843604085251,1996,TRUE,TRUE,4,100-101-115_S4,1997,flipped,1997,TRUE,flipped,1,yr1,0.07412796982791928,0.09154626245229008,0.03152244756773768,0.4221030468652276,0.00696186690662692,FALSE,7.810146620321125,5.966124780756287e-4,0.00265546411408639,0.00252142108668965,2.986213877579453,4.475172042387239,TRUE,1.2837077446439582,0.00267013822889673,0.01467710364622449,0.01419133763044455,3.4083169244446805,4.468210175480612,TRUE,2.9933770020784154,0.02579824017829721,0.016078402094957294,0.03152244756773768,2.9834480282581595,4.475172042387239,4.029077122347832,7.810146620321125,3,TRUE,-0.8052394940867437,-0.5537596743545242,1.4148164200442492,-0.2853502330370823,post-1989,0,1
2000,100-101-115,100,101,115,FALSE,0.11462239730844685,1,32,-6.752846430186193,1999,TRUE,TRUE,5,100-101-115_S5,2000,flipped,2000,TRUE,flipped,1,yr1,0.06007460123118393,0.08782245498563401,0.04672866281509951,0.7594601514722935,0.1389368977446752,FALSE,7.673208004728386,7.413128032425032e-4,0.00370839500214357,0.00356020564477101,3.2198635503370743,4.464808065274662,TRUE,1.288626403941732,3.6502017676808e-4,0.00266941461430018,0.00261950115060143,3.979323701809368,4.325871167529987,TRUE,0.9598864376981648,0.02039364473706484,0.01763612320349065,0.04672866281509951,2.976538710183108,4.464808065274662,3.307240282122761,7.673208004728386,3,TRUE,-0.8106276039274449,-0.5537596743545242,1.4148164200442492,-0.2806727071590759,post-1989,0,1
2003,100-101-115,100,101,115,FALSE,0.11476740687100999,1,32,-6.857997665420579,2002,TRUE,TRUE,6,100-101-115_S6,2003,flipped,2003,TRUE,flipped,1,yr1,0.0469207953093072,0.05441471433546377,0.01395578591243834,0.2963472548551915,0.23564736198251435,FALSE,7.271827882637977,8.248776760620897e-4,0.00607085385082171,0.00595877354100277,3.9920388752210303,4.877739843231112,TRUE,1.0866536685513617,3.312595119712569e-4,0.00282735000318363,0.00278853879687813,4.288386130076223,4.642092481248597,TRUE,0.322494284350544,0.016025644165780183,0.00756769941677308,0.01395578591243834,3.2518265621540743,4.877739843231112,2.8936586118466274,7.271827882637977,3,TRUE,-0.8086012418675352,-0.5537596743545242,1.4148164200442492,-0.35096503246192434,post-1989,0,1
2006,100-101-115,100,101,115,FALSE,0.11490357687453194,1,32,-6.824702088078031,2005,TRUE,TRUE,7,100-101-115_S7,2006,flipped,2006,TRUE,flipped,1,yr1,0.06666223053956566,0.093186074412031,0.04549812308937644,0.6699195211770206,0.28438128601635704,FALSE,8.430450396537022,9.980696896051756e-4,0.00814159515720479,0.00801924283114654,4.197836603838519,4.948385648803345,TRUE,1.7950016244249307,0.00187756262944937,0.02140988057325012,0.02124522568807017,4.86775612501554,4.664004362786988,TRUE,2.7618680228539585,0.02317928761954007,0.02492086386953105,0.04549812308937644,3.298923765868897,4.948385648803345,4.329106681271971,8.430450396537022,3,TRUE,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.3287073428732891,post-1989,0,1
2008,100-101-115,100,101,115,FALSE,0.11483313371520337,1,32,-6.761944266183967,2007,TRUE,TRUE,8,100-101-115_S8,2010,flipped,2008,FALSE,continues,1,yr1,0.07644553182700613,0.10364257591833868,0.04725726047694799,0.6087394497764065,0.3714939582303671,FALSE,8.988573010777811,7.51903617134009e-4,0.00622454841955837,0.0061337210998314,4.227296057255898,5.008015220101009,TRUE,1.9488296403331349,5.3455431550335935e-5,5.999618111462567e-4,5.951990360676674e-4,4.836035507032304,4.636521261870642,TRUE,-0.39056053022461984,0.02575029695856349,0.017995393537615686,0.04725726047694799,3.3386768134006726,5.008015220101009,3.515614040295442,8.988573010777811,3,TRUE,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.2867545001697047,post-1989,0,0
2009,100-101-115,100,101,115,FALSE,0.11483313371520337,1,32,-6.76553356658879,2008,FALSE,FALSE,8,100-101-115_S8,2010,flipped,2008,FALSE,continues,2,yr2,0.06220945325127309,0.07508291491110962,0.0235396832930507,0.3761721306099241,0.3908629792931828,FALSE,8.504460716386582,0.00102413705820028,0.00831711483561424,0.00819100659559236,4.188930113135697,5.027841567537024,TRUE,2.115252988344408,3.579570050518471e-4,0.00350857062242429,0.00347205056019531,4.5651022437456215,4.636978588243841,TRUE,1.2521462926756288,0.02119718243817507,0.011734246816279457,0.0235396832930507,3.351894378358016,5.027841567537024,3.9572866658022066,8.504460716386582,3,TRUE,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.28915390395324614,post-1989,0,0
